@RELATIO-1 aclImdb-first10

@ATTRIBUTE the -1UMERIC
@ATTRIBUTE and -1UMERIC
@ATTRIBUTE a -1UMERIC
@ATTRIBUTE of -1UMERIC
@ATTRIBUTE to -1UMERIC
@ATTRIBUTE is -1UMERIC
@ATTRIBUTE it -1UMERIC
@ATTRIBUTE in -1UMERIC
@ATTRIBUTE i -1UMERIC
@ATTRIBUTE this -1UMERIC
@ATTRIBUTE pos {1,-1}

@DATA
11,5,6,3,5,3,3,1,2,2,1
12,5,4,8,3,2,4,1,0,1,1
12,5,6,6,2,1,0,1,0,3,1
8,1,2,3,6,1,0,3,0,1,1
31,24,28,21,6,12,7,9,0,4,1
18,4,6,6,7,7,1,2,1,2,1
25,13,9,12,8,14,5,6,7,4,1
10,4,0,1,2,0,0,3,0,2,1
22,9,6,5,4,4,1,4,0,2,1
7,2,5,2,8,6,5,5,1,1,1
1,3,4,2,3,3,4,0,3,4,1
33,18,13,17,13,1,6,8,3,1,1
12,4,9,6,3,4,6,0,5,0,1
41,29,18,17,30,6,8,15,2,3,1
24,14,13,10,7,5,11,8,4,0,1
7,8,4,2,2,4,4,4,3,2,1
36,8,17,5,11,9,6,6,0,4,1
15,10,9,3,12,2,6,3,8,9,1
8,4,9,5,2,1,9,2,7,1,1
6,10,8,4,2,5,1,3,3,3,1
13,3,3,5,8,2,6,3,6,1,1
18,4,6,8,10,5,2,4,3,3,1
21,14,16,10,15,5,4,7,1,2,1
4,4,5,4,2,2,2,3,0,3,1
8,5,3,3,5,4,7,2,1,0,1
10,3,0,2,4,3,4,0,11,3,1
9,4,6,6,2,4,4,4,4,2,1
25,14,2,12,3,2,1,2,9,2,1
16,7,3,4,4,4,0,2,0,1,1
36,7,12,16,8,5,4,2,0,2,1
6,5,5,1,3,7,4,0,3,2,1
6,4,1,2,3,2,1,1,1,2,1
14,3,2,7,6,3,3,1,0,0,1
5,4,1,2,6,2,2,2,5,1,1
14,6,0,2,5,0,1,2,1,1,1
4,7,7,6,3,6,3,2,1,1,1
19,10,7,8,5,5,2,2,3,7,1
8,5,3,3,1,3,4,2,6,2,1
6,4,3,3,1,2,3,1,4,3,1
6,4,1,3,9,5,2,1,11,0,1
13,6,4,3,1,9,2,1,4,4,1
10,9,6,8,9,7,7,3,0,4,1
10,3,3,0,2,2,2,0,3,2,1
7,6,4,3,1,1,2,3,6,0,1
16,5,0,7,7,7,4,4,1,2,1
14,4,4,4,1,6,2,2,3,0,1
29,30,17,10,12,6,18,5,2,3,1
8,3,4,4,1,2,2,0,2,5,1
21,11,9,10,13,3,3,8,4,4,1
15,5,8,11,6,7,1,6,0,2,1
3,2,2,2,2,1,1,6,1,1,1
4,3,1,2,3,1,1,3,5,5,1
12,4,6,5,5,3,5,4,5,10,1
4,2,3,4,1,1,7,0,4,2,1
8,4,1,2,2,3,3,2,1,2,1
7,5,3,3,2,1,1,3,0,1,1
8,3,3,7,0,1,3,0,2,2,1
23,17,12,7,8,4,17,11,17,3,1
12,9,12,9,10,5,11,3,9,3,1
1,4,7,2,1,2,6,1,0,0,1
3,7,6,2,2,2,4,3,3,3,1
9,10,7,6,7,0,13,6,12,4,1
6,3,2,1,3,3,5,6,3,3,1
13,6,9,6,7,5,6,3,1,2,1
9,2,8,0,1,3,14,4,4,3,1
26,22,26,11,13,19,15,11,2,7,1
4,0,0,2,3,0,1,1,0,2,1
2,6,6,0,3,4,5,1,6,3,1
8,2,6,6,1,2,1,3,2,6,1
4,2,8,4,3,4,1,4,0,1,1
4,8,5,3,1,9,1,2,1,2,1
3,1,1,2,0,3,2,0,1,1,1
19,7,11,10,7,8,4,5,0,5,1
3,2,7,1,6,1,4,0,2,2,1
0,2,4,1,0,1,2,0,0,0,1
11,2,0,1,1,0,4,2,1,2,1
9,2,4,8,8,3,1,3,2,3,1
20,9,6,6,8,5,5,5,2,6,1
4,2,1,1,0,3,1,2,0,1,1
57,11,19,38,34,18,10,17,11,9,1
8,6,7,6,1,2,4,4,4,2,1
1,1,3,1,0,0,2,1,0,1,1
3,1,2,2,1,3,3,0,0,1,1
13,10,7,8,9,3,5,7,15,7,1
5,4,2,1,3,2,1,0,1,2,1
6,4,4,8,2,7,5,1,1,4,1
11,4,9,2,3,4,2,2,0,1,1
22,11,8,15,9,1,3,7,4,4,1
9,6,12,2,5,1,2,3,1,1,1
2,3,0,2,0,0,0,2,0,0,1
0,2,4,2,0,2,0,0,2,3,1
6,2,3,2,3,4,1,1,0,1,1
18,17,13,10,6,5,4,3,7,3,1
9,7,5,1,3,3,5,3,2,1,1
6,2,5,3,4,5,2,0,2,3,1
16,8,11,5,9,10,11,5,9,6,1
9,3,5,3,4,2,3,2,6,1,1
24,14,16,12,13,8,7,6,6,5,1
52,41,31,20,44,36,6,15,1,8,1
5,7,4,4,2,5,2,2,3,2,1
13,3,9,2,7,4,7,1,4,2,1
8,2,6,2,3,6,0,2,2,1,1
11,0,6,4,3,3,6,1,5,5,1
13,10,3,9,7,6,5,3,5,2,1
2,9,3,2,5,4,9,0,8,1,1
9,6,1,2,3,7,4,1,0,1,1
12,7,8,5,9,2,0,2,7,2,1
11,6,6,2,7,5,2,2,1,2,1
19,18,6,7,3,2,6,6,11,3,1
12,1,1,5,4,2,0,3,5,2,1
7,3,4,2,5,0,0,3,0,1,1
19,15,16,15,15,3,5,5,19,3,1
30,25,18,11,12,3,14,15,7,1,1
7,4,1,4,3,0,4,2,3,0,1
10,7,2,4,5,1,1,3,0,2,1
50,24,22,22,20,17,1,15,4,3,1
29,12,9,6,4,3,5,7,6,4,1
28,5,16,11,8,3,4,9,1,3,1
7,1,2,0,1,2,6,3,4,0,1
10,2,3,1,4,0,1,0,5,0,1
13,5,9,1,6,1,1,3,2,3,1
21,12,5,5,4,0,6,3,1,1,1
7,2,3,2,5,1,0,2,6,4,1
14,6,4,7,4,6,2,3,0,6,1
7,5,5,4,2,4,2,2,1,4,1
13,11,5,7,4,1,4,1,0,2,1
19,9,6,12,7,3,5,4,4,3,1
45,24,18,17,20,11,16,9,1,5,1
8,5,6,1,1,0,0,3,2,0,1
10,3,1,5,4,2,2,0,0,2,1
11,6,7,5,0,2,6,3,1,1,1
51,22,22,27,18,12,11,10,6,4,1
31,13,5,4,5,4,4,4,4,8,1
9,2,6,3,0,7,0,2,0,1,1
19,5,5,5,6,3,5,4,6,4,1
61,23,19,19,10,9,12,14,0,2,1
7,5,11,3,2,2,2,2,2,1,1
12,0,1,2,1,2,4,1,4,2,1
16,2,0,9,1,2,0,4,0,1,1
11,5,9,5,0,3,4,3,2,4,1
18,4,4,4,4,3,2,3,4,3,1
34,8,12,13,8,6,6,7,1,5,1
6,1,3,4,0,1,1,2,2,2,1
39,14,18,11,8,12,5,10,0,2,1
15,8,6,3,4,3,5,2,3,2,1
33,7,13,15,11,1,9,8,5,5,1
37,16,16,22,10,10,5,13,4,8,1
56,23,9,26,12,6,7,13,5,2,1
11,8,3,5,2,5,4,3,1,1,1
10,6,6,7,4,2,2,5,4,4,1
21,9,4,11,9,12,5,9,9,9,1
30,10,8,15,8,15,5,2,2,3,1
12,7,3,5,1,3,1,2,2,1,1
3,2,3,1,1,2,4,2,3,2,1
3,2,3,1,1,2,4,2,3,2,1
11,6,7,2,3,1,5,6,2,2,1
11,4,5,3,1,3,1,0,2,1,1
6,0,2,1,3,0,0,2,1,4,1
2,1,3,1,0,2,0,1,1,2,1
9,4,5,1,3,3,7,1,11,4,1
6,2,2,1,2,1,0,0,0,1,1
0,2,1,0,0,0,1,0,2,2,1
5,5,4,6,2,2,1,0,1,3,1
29,26,11,15,6,8,17,4,2,3,1
4,4,4,4,2,2,4,4,0,2,1
10,6,5,7,7,3,6,2,0,5,1
10,2,2,4,3,2,1,3,0,1,1
6,8,5,4,3,3,2,3,4,3,1
8,3,4,2,5,1,7,2,8,2,1
2,3,2,1,1,0,1,2,1,0,1
8,4,8,7,3,2,7,3,0,1,1
16,9,16,10,6,6,8,7,2,4,1
13,14,14,10,11,7,9,7,6,3,1
6,6,7,6,3,8,6,4,0,2,1
12,6,4,8,2,3,0,1,0,2,1
12,6,6,1,2,5,1,2,1,2,1
6,5,8,3,1,1,8,1,5,1,1
28,6,13,8,7,6,8,10,2,3,1
15,7,3,1,3,1,3,2,0,4,1
23,6,7,10,6,6,1,4,4,2,1
15,6,5,6,5,8,2,3,1,0,1
11,5,0,2,5,2,5,0,4,3,1
26,24,13,9,10,11,5,6,0,5,1
15,8,5,4,5,6,1,6,1,2,1
6,2,3,2,0,4,1,1,0,0,1
14,8,6,10,7,11,2,4,0,8,1
26,15,22,17,9,14,2,17,0,0,1
12,7,8,8,5,5,0,5,0,2,1
14,6,8,7,4,3,3,5,0,3,1
13,4,10,8,2,9,3,9,0,0,1
11,4,3,1,5,2,2,1,1,1,1
20,11,8,9,7,4,5,6,0,0,1
7,1,6,3,0,2,2,2,1,5,1
13,8,7,6,4,1,2,5,1,2,1
7,1,6,3,1,7,0,5,0,5,1
26,5,11,6,7,11,1,7,7,3,1
22,7,7,8,7,1,2,6,0,1,1
20,19,11,9,11,6,0,5,0,0,1
13,8,4,6,6,4,4,1,0,3,1
34,5,14,10,7,5,2,6,0,1,1
6,7,3,3,1,2,4,3,0,3,1
3,2,7,3,3,0,1,7,2,2,1
8,9,4,3,0,7,1,5,0,1,1
89,30,24,38,14,20,4,27,3,9,1
6,8,6,7,2,5,2,5,0,0,1
19,8,7,8,9,6,0,13,1,2,1
34,16,23,21,15,9,6,9,0,2,1
5,4,1,1,4,0,4,1,3,0,1
9,3,9,6,6,4,6,3,0,5,1
9,1,2,5,4,1,3,0,2,0,1
7,6,3,3,1,1,1,2,6,3,1
18,8,7,7,6,9,1,3,10,5,1
11,7,4,7,4,1,0,3,0,1,1
3,5,3,5,7,3,4,2,2,0,1
2,0,0,2,1,1,0,1,1,1,1
2,1,3,3,0,2,1,1,0,1,1
3,0,4,1,2,1,2,3,4,1,1
6,6,6,4,1,4,2,4,5,5,1
6,2,3,1,5,5,4,3,8,5,1
10,2,5,4,3,2,2,7,1,2,1
6,6,3,2,5,1,4,2,1,3,1
6,5,4,4,3,2,1,3,5,4,1
22,7,12,12,10,12,8,6,5,5,1
9,5,5,7,4,6,1,2,5,4,1
9,14,9,7,11,8,13,6,6,8,1
5,4,2,0,4,3,6,3,3,2,1
8,3,2,1,6,3,2,4,0,3,1
3,3,3,1,1,4,1,5,4,2,1
8,11,4,4,9,3,4,5,3,5,1
5,6,2,4,3,0,1,2,9,1,1
16,14,9,12,15,2,3,5,12,8,1
10,3,7,8,5,5,2,4,0,2,1
7,4,1,6,2,3,1,2,4,1,1
18,2,5,5,6,7,10,5,2,3,1
8,4,1,1,3,4,3,3,7,1,1
9,11,2,7,10,6,3,6,0,4,1
16,3,11,6,9,4,1,10,0,0,1
20,9,7,5,12,9,3,3,0,2,1
1,1,6,3,0,0,3,0,2,1,1
3,1,1,2,0,2,3,1,1,1,1
8,3,1,2,2,2,0,0,1,0,1
27,14,10,10,3,10,4,4,9,3,1
33,15,15,12,9,19,12,11,2,1,1
10,2,3,4,6,0,7,3,9,3,1
26,12,21,12,14,7,7,9,4,5,1
61,36,17,25,28,8,7,18,7,4,1
10,7,5,8,7,6,5,2,0,3,1
20,6,2,4,5,1,3,4,0,2,1
13,3,3,3,1,1,0,1,0,0,1
10,2,1,4,4,1,0,2,0,0,1
32,19,13,7,13,12,9,14,3,3,1
11,3,3,8,0,1,0,2,0,3,1
5,1,3,2,1,6,3,1,2,4,1
10,4,3,7,4,2,2,1,1,2,1
3,1,0,0,1,0,2,1,0,1,1
11,1,2,2,1,3,1,4,0,2,1
6,6,3,4,4,4,0,1,0,1,1
18,8,7,13,15,6,2,8,5,5,1
39,8,10,13,14,19,3,8,3,3,1
35,12,11,23,5,11,4,9,0,5,1
17,8,3,8,3,1,3,9,7,5,1
38,15,10,22,11,9,1,4,2,0,1
21,8,7,4,4,1,9,3,10,4,1
5,6,11,5,5,2,4,5,5,2,1
13,7,5,10,2,2,2,3,0,2,1
12,8,7,6,5,5,2,2,1,1,1
16,5,7,5,3,6,6,2,7,7,1
10,5,4,2,7,2,4,1,6,1,1
7,4,7,2,3,2,4,1,2,6,1
15,7,4,4,6,3,7,6,3,1,1
4,3,6,2,4,3,2,2,1,3,1
6,2,7,2,6,3,4,1,8,1,1
7,10,8,4,3,6,2,0,2,6,1
12,10,11,8,3,3,5,5,0,4,1
1,2,1,0,1,4,1,0,0,5,1
31,18,17,11,8,12,5,7,0,4,1
8,5,1,3,6,1,3,1,0,4,1
20,12,9,9,4,7,0,5,0,0,1
25,14,19,13,6,3,2,6,1,3,1
2,0,0,1,0,2,2,0,0,2,1
14,10,10,6,13,7,3,4,3,4,1
22,6,7,9,13,8,4,10,2,7,1
43,25,20,18,16,15,13,11,0,14,1
14,1,3,5,1,3,2,3,0,0,1
32,10,18,13,12,12,8,8,2,8,1
6,4,7,5,7,0,2,3,8,2,1
30,3,12,13,10,4,3,8,0,4,1
16,6,10,8,9,10,2,8,1,2,1
3,1,1,1,3,4,1,1,0,2,1
18,11,2,7,15,13,3,7,2,8,1
8,4,5,1,1,6,4,3,4,2,1
28,21,11,10,7,8,8,5,8,8,1
13,5,7,4,1,12,1,2,0,0,1
15,13,7,1,1,2,1,5,0,0,1
29,12,14,4,7,10,9,6,0,1,1
15,9,9,10,3,10,3,1,3,2,1
17,6,3,6,2,1,1,7,0,0,1
10,3,1,5,1,4,2,1,7,1,1
20,8,7,6,4,7,0,8,0,2,1
34,12,20,12,13,12,1,12,3,8,1
26,18,5,8,12,20,7,4,0,2,1
18,3,4,6,4,6,1,4,2,1,1
26,20,15,14,14,12,7,6,0,6,1
5,5,2,0,5,1,0,3,3,0,1
5,5,4,6,2,7,1,3,2,4,1
12,9,0,5,4,5,1,1,0,1,1
0,1,0,1,0,0,0,0,0,0,1
15,2,9,2,5,7,0,7,0,3,1
5,4,2,0,3,0,2,0,6,5,1
8,12,14,12,8,3,1,3,0,9,1
20,7,9,14,7,7,13,4,6,5,1
9,4,5,2,2,2,7,4,8,3,1
14,1,7,1,2,5,4,3,3,6,1
17,8,5,7,1,3,0,5,8,5,1
7,6,2,1,4,3,4,2,2,2,1
16,5,9,2,9,2,2,4,1,5,1
22,10,10,8,4,4,1,11,0,5,1
6,4,2,1,10,4,5,5,1,4,1
34,12,8,11,4,9,7,3,8,5,1
2,9,1,1,3,1,1,1,4,3,1
7,10,7,3,3,2,0,5,1,4,1
3,0,0,2,1,2,5,1,3,2,1
9,7,15,4,6,5,3,1,0,6,1
12,4,3,4,7,9,7,4,2,4,1
8,2,3,5,3,1,2,3,8,6,1
10,3,1,3,0,1,4,1,6,0,1
10,7,7,5,8,1,5,4,7,2,1
8,4,4,2,1,3,2,2,0,3,1
21,8,5,12,8,3,9,2,10,1,1
8,4,4,3,2,1,3,0,2,3,1
8,4,4,5,6,4,3,1,5,2,1
13,8,3,4,4,2,4,1,4,3,1
9,4,9,8,7,8,12,2,4,4,1
10,4,2,2,1,1,1,1,2,0,1
12,5,4,5,0,7,7,1,3,4,1
3,2,2,0,0,4,6,0,3,2,1
8,4,5,4,3,4,2,4,6,5,1
5,2,0,4,6,0,3,2,6,4,1
4,1,0,4,2,0,1,1,1,3,1
5,2,1,2,2,1,5,3,6,3,1
4,4,3,6,2,3,4,5,2,7,1
18,4,8,9,7,2,1,3,0,3,1
22,7,18,9,10,15,14,7,6,4,1
14,0,4,2,8,0,4,14,6,4,1
7,6,11,3,3,6,4,2,1,2,1
8,3,6,4,3,3,1,3,1,1,1
9,1,3,4,3,3,2,2,0,3,1
10,10,5,3,4,1,2,4,3,3,1
46,17,26,7,26,8,5,12,2,3,1
21,11,8,21,8,9,9,8,6,9,1
5,2,3,1,0,3,5,2,0,1,1
15,13,14,5,14,4,10,3,22,10,1
39,21,19,17,17,10,2,6,1,5,1
3,3,3,3,3,0,6,2,2,3,1
32,9,6,10,14,7,4,8,0,3,1
19,8,12,7,8,3,9,3,5,2,1
8,6,6,7,3,0,7,0,7,3,1
6,1,7,0,8,2,2,0,11,1,1
22,5,2,1,4,2,4,6,5,1,1
6,9,6,7,15,4,11,2,11,5,1
21,9,18,13,11,6,5,10,3,3,1
21,21,18,17,11,9,13,3,12,4,1
10,7,4,5,3,2,2,5,4,3,1
6,8,9,8,9,3,3,0,2,1,1
6,6,7,1,7,1,0,2,0,1,1
29,11,13,11,8,13,4,6,1,6,1
26,11,23,17,3,10,12,7,3,9,1
4,2,1,2,4,2,1,1,2,2,1
10,4,6,2,5,6,8,2,7,1,1
13,13,7,4,8,3,2,0,11,4,1
7,10,12,4,5,7,9,0,3,3,1
14,8,10,4,6,6,4,5,1,3,1
6,4,2,2,5,2,10,2,10,2,1
30,10,15,10,8,12,3,11,5,5,1
60,28,21,12,22,11,9,9,8,5,1
11,7,6,4,1,6,0,1,2,3,1
10,8,6,2,3,4,5,0,0,1,1
4,2,5,2,1,3,5,1,9,4,1
12,7,7,2,5,9,2,1,0,5,1
12,8,2,4,4,2,0,2,0,3,1
6,1,2,3,3,4,3,2,8,3,1
10,1,4,3,1,2,3,2,1,2,1
2,6,2,2,1,3,7,2,11,2,1
6,1,3,2,1,5,3,1,7,9,1
12,4,2,2,3,6,2,2,6,3,1
15,5,6,8,7,4,2,3,1,2,1
15,10,13,12,5,16,9,4,2,6,1
11,8,9,3,4,6,3,1,4,5,1
2,2,3,0,0,1,2,0,0,1,1
5,5,1,2,2,2,4,0,5,2,1
2,7,5,4,2,6,10,2,8,4,1
11,11,8,4,1,2,9,0,3,3,1
17,7,5,7,6,11,6,4,3,8,1
18,7,12,9,14,7,9,3,12,8,1
4,1,5,0,1,1,1,0,3,0,1
7,5,1,1,1,3,1,0,0,2,1
8,4,4,3,3,5,3,1,1,5,1
18,7,6,1,1,3,4,1,2,1,1
5,6,3,4,0,1,5,2,5,3,1
11,5,1,1,12,1,0,2,3,1,1
9,12,9,6,7,7,8,8,3,8,1
10,6,7,4,1,3,0,2,0,1,1
21,5,8,9,2,1,7,5,3,3,1
11,6,9,4,8,8,4,3,1,6,1
15,9,6,6,7,6,4,2,4,6,1
14,8,7,8,4,9,0,2,0,1,1
21,11,3,7,3,10,0,3,2,1,1
5,5,3,4,3,3,1,2,4,3,1
16,7,2,2,4,2,3,5,2,3,1
16,15,8,10,4,12,4,4,2,5,1
37,41,22,26,23,39,12,15,10,12,1
10,5,0,2,1,6,2,4,3,2,1
16,10,3,7,8,1,4,4,1,2,1
7,6,0,0,6,1,3,0,8,3,1
21,21,9,12,10,13,12,6,7,6,1
51,17,23,15,22,11,7,7,7,9,1
32,21,15,11,8,8,3,9,0,1,1
15,9,14,12,9,9,4,5,0,0,1
13,2,1,5,6,2,4,4,4,3,1
5,2,8,2,8,2,4,1,3,2,1
14,7,11,6,6,7,5,4,2,2,1
6,4,7,5,7,4,1,1,4,4,1
7,4,3,5,2,2,0,1,1,2,1
14,2,11,6,2,8,6,4,5,2,1
10,5,3,4,6,1,2,1,3,5,1
9,7,3,2,2,5,4,2,1,0,1
4,7,6,8,2,4,1,3,2,2,1
5,4,3,1,5,4,4,2,4,1,1
7,9,2,4,6,5,3,1,5,3,1
56,30,27,26,17,44,22,17,7,16,1
12,9,7,8,8,7,7,3,3,4,1
11,5,13,2,7,5,10,2,1,5,1
18,2,7,6,12,5,10,4,6,4,1
16,9,10,9,4,1,4,5,4,1,1
19,8,11,5,10,0,4,4,5,2,1
20,7,4,1,1,1,4,2,6,1,1
12,1,1,2,1,3,3,6,7,3,1
8,6,3,4,2,3,2,3,1,5,1
22,12,4,4,5,2,5,4,3,4,1
4,2,2,2,3,0,3,0,2,2,1
5,5,3,2,0,2,1,2,2,2,1
9,2,6,7,1,3,7,1,0,1,1
10,15,3,1,2,0,2,2,2,2,1
13,11,5,2,3,2,0,4,0,4,1
36,14,17,9,17,9,8,9,3,5,1
15,6,0,4,5,5,3,2,2,1,1
19,10,9,7,7,3,0,5,0,2,1
11,5,3,3,3,2,1,3,1,2,1
53,23,13,11,15,8,10,9,10,7,1
11,13,6,3,5,5,5,5,10,8,1
3,6,2,1,3,2,1,1,1,2,1
18,9,10,9,5,2,6,3,1,3,1
7,3,3,1,3,3,7,1,7,0,1
2,1,0,2,1,1,0,1,2,1,1
14,4,4,4,5,5,4,6,7,2,1
2,2,4,1,0,1,5,2,2,2,1
10,8,5,2,2,4,4,1,2,2,1
3,0,1,1,1,0,2,2,2,0,1
5,3,4,1,1,0,5,0,2,1,1
4,1,1,1,3,0,1,2,1,1,1
7,2,5,2,3,4,1,2,0,0,1
14,11,8,5,7,3,4,2,2,3,1
10,6,4,3,3,2,0,0,0,3,1
6,5,4,1,3,2,2,5,0,2,1
8,4,3,4,3,0,4,1,1,0,1
18,4,4,5,2,4,4,4,1,1,1
17,4,11,6,6,4,1,9,0,4,1
27,12,20,10,5,5,3,11,1,0,1
10,3,2,2,1,2,2,2,2,4,1
5,3,3,0,0,4,2,1,3,1,1
6,4,4,3,5,6,4,6,8,4,1
9,5,4,3,2,2,0,4,0,0,1
2,4,0,0,0,4,1,1,1,2,1
2,3,2,1,0,1,0,0,0,0,1
6,0,2,3,2,1,0,0,3,0,1
3,8,5,4,2,4,2,3,0,2,1
9,7,9,5,8,9,3,7,0,3,1
24,9,17,9,11,16,3,18,3,6,1
5,1,5,7,1,5,0,4,1,4,1
11,4,8,9,5,2,1,1,3,1,1
37,8,22,19,8,9,16,7,4,2,1
6,8,7,7,6,0,0,3,0,1,1
28,15,10,18,17,12,6,12,0,5,1
26,13,10,13,14,7,10,5,2,4,1
6,5,3,4,2,1,0,5,1,1,1
36,24,16,20,21,7,5,15,0,1,1
3,2,2,2,1,4,0,1,1,2,1
35,13,10,22,11,7,2,11,4,1,1
13,14,7,6,8,5,2,7,1,3,1
43,18,9,17,10,16,4,11,0,4,1
29,16,14,13,7,9,4,12,3,4,1
25,9,7,13,6,6,1,10,0,1,1
14,2,4,2,3,8,2,2,0,2,1
11,10,10,5,11,9,7,4,5,2,1
34,8,10,14,7,9,4,6,1,4,1
38,18,22,14,12,10,11,16,1,2,1
10,5,4,1,0,0,2,2,1,1,1
1,4,2,3,0,2,1,1,2,2,1
6,3,5,4,3,2,0,1,0,1,1
17,9,4,12,4,6,6,10,1,0,1
11,6,12,5,6,6,3,0,1,6,1
8,1,5,6,2,4,0,4,1,1,1
8,5,5,7,3,11,6,3,2,5,1
4,3,4,5,3,3,4,4,0,5,1
7,5,4,2,2,2,2,3,3,1,1
5,0,7,8,6,3,1,4,4,4,1
1,0,1,0,0,0,2,0,1,0,1
4,2,2,0,3,2,2,0,1,2,1
11,2,1,2,2,1,1,1,2,1,1
12,3,5,4,0,0,9,3,10,3,1
10,7,4,6,6,5,13,3,13,3,1
39,5,3,21,6,6,5,2,6,0,1
13,6,1,8,5,3,4,1,1,6,1
67,22,25,22,37,15,10,23,19,8,1
61,16,8,31,18,10,2,8,6,8,1
26,7,14,9,6,10,3,2,2,3,1
46,31,16,26,14,17,9,20,7,13,1
15,10,6,6,4,6,7,5,7,4,1
11,2,5,5,2,0,5,0,2,0,1
17,8,5,6,7,6,2,5,1,3,1
28,10,7,10,10,12,9,7,1,9,1
15,4,7,7,1,4,1,2,1,3,1
61,25,18,24,19,13,17,16,11,7,1
31,14,10,12,9,8,10,9,5,2,1
43,12,17,19,15,11,8,10,2,7,1
68,19,19,43,20,30,21,17,7,6,1
25,11,11,12,8,12,7,7,0,5,1
23,6,15,15,7,8,8,8,1,3,1
21,7,7,11,5,5,4,4,5,10,1
16,6,7,6,8,8,9,1,2,4,1
36,12,11,19,11,14,9,11,1,9,1
15,11,7,11,5,7,11,3,0,5,1
10,4,1,2,2,4,5,1,0,1,1
9,2,5,2,4,1,4,0,4,0,1
6,3,5,6,3,0,0,2,0,2,1
1,4,5,5,3,2,5,1,4,4,1
19,6,10,15,4,9,3,2,0,0,1
14,9,3,6,3,1,2,1,0,1,1
13,2,4,5,2,2,5,4,1,3,1
24,9,8,12,13,4,4,12,0,1,1
43,36,16,31,24,3,20,9,1,4,1
65,19,10,28,16,6,4,11,1,5,1
17,3,3,7,3,3,2,1,1,2,1
9,6,5,2,2,5,4,5,3,3,1
7,1,2,3,3,1,1,1,2,2,1
7,7,5,2,9,6,4,3,1,3,1
24,7,10,13,8,10,5,8,0,1,1
5,5,5,3,1,0,2,2,5,1,1
51,25,11,11,18,21,10,8,9,13,1
20,9,10,6,2,7,6,4,4,5,1
24,3,5,17,5,11,0,3,2,5,1
45,26,29,27,23,20,13,18,7,8,1
15,4,4,7,2,3,1,1,0,3,1
8,2,6,6,2,1,3,2,3,1,1
53,17,25,28,14,18,3,3,0,5,1
6,0,2,2,2,1,0,1,0,0,1
12,3,4,4,2,4,2,1,2,2,1
6,4,5,5,0,2,4,2,5,4,1
4,2,2,4,4,1,3,1,5,3,1
5,2,0,2,0,2,0,0,0,0,1
4,4,4,6,2,0,3,0,2,6,1
11,7,5,6,7,6,4,3,6,6,1
1,4,4,1,1,3,4,0,0,4,1
7,2,2,1,6,2,3,2,1,3,1
3,0,2,1,2,2,1,0,3,1,1
12,9,3,6,3,1,6,2,5,4,1
2,2,2,3,2,1,3,0,4,1,1
3,6,3,2,1,1,3,0,1,1,1
1,4,0,1,0,0,4,0,1,1,1
1,1,2,1,2,3,3,2,1,2,1
5,3,0,0,1,1,1,1,4,3,1
37,10,10,20,11,17,13,5,7,13,1
2,1,5,2,0,6,1,1,0,2,1
8,8,7,5,0,5,5,3,2,6,1
16,12,6,12,4,10,10,8,2,5,1
7,3,6,7,3,3,2,1,1,4,1
14,6,5,5,4,3,2,4,3,3,1
10,5,3,3,6,1,1,4,1,4,1
6,4,6,5,0,2,10,3,1,1,1
40,26,16,10,15,14,7,12,14,12,1
4,3,2,2,2,2,5,0,5,1,1
3,2,2,1,1,1,2,0,0,1,1
12,4,13,10,4,7,2,1,4,6,1
3,3,2,3,1,5,2,0,0,0,1
2,3,4,1,4,2,4,0,0,2,1
41,9,18,7,9,9,5,4,4,4,1
6,1,3,1,4,1,7,1,2,3,1
9,5,6,5,1,5,1,2,0,1,1
11,11,6,3,1,0,0,0,0,0,1
7,1,2,3,4,1,3,1,2,1,1
11,12,2,5,11,4,1,4,4,1,1
12,4,2,1,0,5,1,2,0,3,1
3,1,0,1,0,3,2,2,0,0,1
31,0,30,9,16,13,11,7,9,2,1
11,3,3,3,1,4,1,2,0,2,1
7,6,6,6,3,3,1,2,0,2,1
9,3,3,0,2,1,3,1,2,4,1
28,13,10,14,11,10,7,3,6,1,1
6,2,7,3,3,5,6,2,2,2,1
6,7,8,3,0,4,8,2,4,4,1
5,5,1,3,2,4,1,0,5,3,1
21,10,19,8,6,9,9,6,6,7,1
11,5,9,2,5,4,1,4,2,3,1
22,12,9,9,9,4,3,10,2,1,1
33,4,10,13,6,7,2,10,0,3,1
2,4,3,0,0,4,1,2,0,4,1
4,2,4,1,1,7,0,0,0,0,1
31,10,12,16,5,20,14,7,4,4,1
19,19,9,8,13,5,5,9,18,9,1
36,11,10,14,13,9,1,5,2,4,1
4,3,1,4,0,1,1,0,0,1,1
7,4,2,1,5,3,1,0,9,0,1
8,4,1,4,5,2,2,4,1,2,1
14,1,3,4,1,1,1,2,3,2,1
5,3,2,2,4,1,1,3,4,2,1
15,5,4,7,6,5,0,1,0,3,1
17,4,1,7,1,1,1,0,0,0,1
7,2,5,5,0,0,0,2,1,2,1
46,14,28,12,25,14,3,28,1,6,1
13,3,9,7,5,4,2,0,0,2,1
4,2,1,2,0,2,1,0,1,1,1
4,3,3,2,0,3,0,2,2,4,1
11,3,3,4,1,1,1,4,0,3,1
6,4,3,1,2,1,0,2,0,0,1
19,5,12,3,8,8,0,6,0,0,1
